Fecha,Arma
20180103,PALANCAS
20180103,LLAVE MAESTRA
20180103,SIN EMPLEO DE ARMAS
20180103,SIN EMPLEO DE ARMAS
20180103,ARMA DE FUEGO
20180103,SIN EMPLEO DE ARMAS
20180103,SIN EMPLEO DE ARMAS
20180103,CONTUNDENTES
20180103,PALANCAS
20180103,CONTUNDENTES
20180103,CONTUNDENTES
20180103,CONTUNDENTES
20180103,SIN EMPLEO DE ARMAS
20180103,PALANCAS
20180103,LLAVE MAESTRA
20180103,SIN EMPLEO DE ARMAS
20180103,PALANCAS
20180103,PALANCAS
20180103,SIN EMPLEO DE ARMAS
20180103,LLAVE MAESTRA
20180103,PALANCAS
20180103,LLAVE MAESTRA
20180103,SIN EMPLEO DE ARMAS
20180103,CONTUNDENTES
20180103,CONTUNDENTES
20180103,CONTUNDENTES
20180103,ARMA BLANCA / CORTOPUNZANTE
20180103,SIN EMPLEO DE ARMAS
20180103,SIN EMPLEO DE ARMAS
20180103,SIN EMPLEO DE ARMAS
20180103,LLAVE MAESTRA
20180103,CONTUNDENTES
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,PALANCAS
20180104,CONTUNDENTES
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,ARMA DE FUEGO
20180104,SIN EMPLEO DE ARMAS
20180104,PALANCAS
20180104,PALANCAS
20180104,CONTUNDENTES
20180104,ARMA DE FUEGO
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,PALANCAS
20180104,CONTUNDENTES
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,PALANCAS
20180104,CONTUNDENTES
20180104,CONTUNDENTES
20180104,ARMA DE FUEGO
20180104,CONTUNDENTES
20180104,CONTUNDENTES
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,CONTUNDENTES
20180104,PALANCAS
20180104,SIN EMPLEO DE ARMAS
20180104,CONTUNDENTES
20180104,CONTUNDENTES
20180104,SIN EMPLEO DE ARMAS
20180104,PALANCAS
20180104,SIN EMPLEO DE ARMAS
20180104,CONTUNDENTES
20180104,PALANCAS
20180104,CONTUNDENTES
20180104,CONTUNDENTES
20180104,PALANCAS
20180104,SIN EMPLEO DE ARMAS
20180104,PALANCAS
20180104,SIN EMPLEO DE ARMAS
20180104,PALANCAS
20180104,LLAVE MAESTRA
20180104,LLAVE MAESTRA
20180104,SIN EMPLEO DE ARMAS
20180104,PALANCAS
20180104,SIN EMPLEO DE ARMAS
20180104,PALANCAS
20180104,PALANCAS
20180104,PALANCAS
20180104,SIN EMPLEO DE ARMAS
20180104,LLAVE MAESTRA
20180104,ARMA BLANCA / CORTOPUNZANTE
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,LLAVE MAESTRA
20180104,PALANCAS
20180104,SIN EMPLEO DE ARMAS
20180104,CONTUNDENTES
20180104,ARMA DE FUEGO
20180104,CONTUNDENTES
20180104,SIN EMPLEO DE ARMAS
20180104,CONTUNDENTES
20180104,CONTUNDENTES
20180104,CONTUNDENTES
20180104,CONTUNDENTES
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,CONTUNDENTES
20180104,CONTUNDENTES
20180104,PALANCAS
20180104,SIN EMPLEO DE ARMAS
20180104,CONTUNDENTES
20180104,SIN EMPLEO DE ARMAS
20180104,ARMA BLANCA / CORTOPUNZANTE
20180104,PALANCAS
20180104,SIN EMPLEO DE ARMAS
20180104,PALANCAS
20180104,ARMA DE FUEGO
20180104,SIN EMPLEO DE ARMAS
20180104,LLAVE MAESTRA
20180104,PALANCAS
20180104,CONTUNDENTES
20180104,LLAVE MAESTRA
20180104,CONTUNDENTES
20180104,CONTUNDENTES
20180104,CONTUNDENTES
20180104,LLAVE MAESTRA
20180104,PALANCAS
20180104,PALANCAS
20180104,CONTUNDENTES
20180104,PALANCAS
20180104,PALANCAS
20180104,ARMA DE FUEGO
20180104,CONTUNDENTES
20180104,PALANCAS
20180104,SIN EMPLEO DE ARMAS
20180104,PALANCAS
20180104,CONTUNDENTES
20180104,ARMA DE FUEGO
20180104,SIN EMPLEO DE ARMAS
20180104,ARMA BLANCA / CORTOPUNZANTE
20180104,CONTUNDENTES
20180104,SIN EMPLEO DE ARMAS
20180104,CONTUNDENTES
20180104,CONTUNDENTES
20180104,CONTUNDENTES
20180104,PALANCAS
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,PALANCAS
20180104,PALANCAS
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,ARMA DE FUEGO
20180104,LLAVE MAESTRA
20180104,CONTUNDENTES
20180104,CONTUNDENTES
20180104,PALANCAS
20180104,SIN EMPLEO DE ARMAS
20180104,CONTUNDENTES
20180104,ARMA DE FUEGO
20180104,PALANCAS
20180104,PALANCAS
20180104,CONTUNDENTES
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,PALANCAS
20180104,ARMA DE FUEGO
20180104,SIN EMPLEO DE ARMAS
20180104,SIN EMPLEO DE ARMAS
20180104,CONTUNDENTES
20180104,PALANCAS
20180104,CONTUNDENTES
20180105,PALANCAS
20180105,CONTUNDENTES
20180105,PALANCAS
20180105,SIN EMPLEO DE ARMAS
20180105,LLAVE MAESTRA
20180105,SIN EMPLEO DE ARMAS
20180105,SIN EMPLEO DE ARMAS
20180105,PALANCAS
20180105,ESCOPOLAMINA
20180105,PALANCAS
20180105,SIN EMPLEO DE ARMAS
20180105,LLAVE MAESTRA
20180105,PALANCAS
20180105,SIN EMPLEO DE ARMAS
20180105,SIN EMPLEO DE ARMAS
20180105,SIN EMPLEO DE ARMAS
20180105,SIN EMPLEO DE ARMAS
20180105,ARMA DE FUEGO
20180105,CONTUNDENTES
20180105,CONTUNDENTES
20180105,ARMA DE FUEGO
20180105,SIN EMPLEO DE ARMAS
20180105,CONTUNDENTES
20180105,SIN EMPLEO DE ARMAS
20180105,PALANCAS
20180105,PALANCAS
20180105,CONTUNDENTES
20180105,SIN EMPLEO DE ARMAS
20180105,ARMA DE FUEGO
20180105,CONTUNDENTES
20180105,PALANCAS
20180105,PALANCAS
20180105,CONTUNDENTES
20180105,SIN EMPLEO DE ARMAS
20180105,PALANCAS
20180105,NO REPORTADO
20180105,SIN EMPLEO DE ARMAS
20180105,SIN EMPLEO DE ARMAS
20180105,SIN EMPLEO DE ARMAS
20180105,CONTUNDENTES
20180105,PALANCAS
20180105,SIN EMPLEO DE ARMAS
20180105,PALANCAS
20180105,LLAVE MAESTRA
20180105,PALANCAS
20180105,SIN EMPLEO DE ARMAS
20180105,SIN EMPLEO DE ARMAS
20180105,LLAVE MAESTRA
20180105,SIN EMPLEO DE ARMAS
20180105,SIN EMPLEO DE ARMAS
20180105,LLAVE MAESTRA
20180105,NO REPORTADO
20180105,SIN EMPLEO DE ARMAS
20180105,CONTUNDENTES
20180105,SIN EMPLEO DE ARMAS
20180105,CONTUNDENTES
20180105,SIN EMPLEO DE ARMAS
20180105,CONTUNDENTES
20180105,PALANCAS
20180105,SIN EMPLEO DE ARMAS
20180105,NO REPORTADO
20180105,CONTUNDENTES
20180105,LLAVE MAESTRA
20180105,CONTUNDENTES
20180105,LLAVE MAESTRA
20180105,LLAVE MAESTRA
20180105,CONTUNDENTES
20180105,ARMA DE FUEGO
20180105,CONTUNDENTES
20180105,SIN EMPLEO DE ARMAS
20180105,CONTUNDENTES
20180105,SIN EMPLEO DE ARMAS
20180105,PALANCAS
20180105,SIN EMPLEO DE ARMAS
20180105,SIN EMPLEO DE ARMAS
20180105,PALANCAS
20180105,CONTUNDENTES
20180105,LLAVE MAESTRA
20180105,PALANCAS
20180105,CONTUNDENTES
20180105,SIN EMPLEO DE ARMAS
20180105,SIN EMPLEO DE ARMAS
20180105,SIN EMPLEO DE ARMAS
20180105,CONTUNDENTES
20180105,SIN EMPLEO DE ARMAS
20180105,PALANCAS
20180105,SIN EMPLEO DE ARMAS
20180105,CONTUNDENTES
20180105,PALANCAS
20180105,LLAVE MAESTRA
20180105,ARMA BLANCA / CORTOPUNZANTE
20180105,SIN EMPLEO DE ARMAS
20180105,PALANCAS
20180105,ARMA DE FUEGO
20180105,CONTUNDENTES
20180105,CONTUNDENTES
20180105,SIN EMPLEO DE ARMAS
20180105,PALANCAS
20180105,CONTUNDENTES
20180105,ESCOPOLAMINA
20180105,SIN EMPLEO DE ARMAS
20180105,CONTUNDENTES
20180105,CONTUNDENTES
20180105,CONTUNDENTES
20180105,CONTUNDENTES
20180105,SIN EMPLEO DE ARMAS
20180105,PALANCAS
20180105,SIN EMPLEO DE ARMAS
20180105,ARMA DE FUEGO
20180105,ARMA BLANCA / CORTOPUNZANTE
20180105,CONTUNDENTES
20180105,PALANCAS
20180105,PALANCAS
20180105,LLAVE MAESTRA
20180105,PALANCAS
20180105,SIN EMPLEO DE ARMAS
20180105,SIN EMPLEO DE ARMAS
20180105,CONTUNDENTES
20180105,CONTUNDENTES
20180105,PALANCAS
20180105,PALANCAS
20180105,PALANCAS
20180105,LLAVE MAESTRA
20180105,CONTUNDENTES
20180105,PALANCAS
20180105,CONTUNDENTES
20180105,CONTUNDENTES
20180105,CONTUNDENTES
20180105,PALANCAS
20180105,SIN EMPLEO DE ARMAS
20180105,CONTUNDENTES
20180105,SIN EMPLEO DE ARMAS
20180105,PALANCAS
20180105,SIN EMPLEO DE ARMAS
20180105,SIN EMPLEO DE ARMAS
20180105,SIN EMPLEO DE ARMAS
20180105,SIN EMPLEO DE ARMAS
20180105,SIN EMPLEO DE ARMAS
20180105,PALANCAS
20180105,SIN EMPLEO DE ARMAS
20180105,CONTUNDENTES
20180105,SIN EMPLEO DE ARMAS
20180105,SIN EMPLEO DE ARMAS
20180105,PALANCAS
20180105,LLAVE MAESTRA
20180105,SIN EMPLEO DE ARMAS
20180105,ARMA DE FUEGO
20180105,SIN EMPLEO DE ARMAS
20180106,CONTUNDENTES
20180106,SIN EMPLEO DE ARMAS
20180106,CONTUNDENTES
20180106,ARMA BLANCA / CORTOPUNZANTE
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,PALANCAS
20180106,SIN EMPLEO DE ARMAS
20180106,LLAVE MAESTRA
20180106,ARMA BLANCA / CORTOPUNZANTE
20180106,ARMA DE FUEGO
20180106,LLAVE MAESTRA
20180106,PALANCAS
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,ARMA DE FUEGO
20180106,NO REPORTADO
20180106,SIN EMPLEO DE ARMAS
20180106,CONTUNDENTES
20180106,SIN EMPLEO DE ARMAS
20180106,CONTUNDENTES
20180106,CONTUNDENTES
20180106,CONTUNDENTES
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,CONTUNDENTES
20180106,CONTUNDENTES
20180106,NO REPORTADO
20180106,ARMA DE FUEGO
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,LLAVE MAESTRA
20180106,PALANCAS
20180106,PALANCAS
20180106,NO REPORTADO
20180106,PALANCAS
20180106,CONTUNDENTES
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,ARMA BLANCA / CORTOPUNZANTE
20180106,ESCOPOLAMINA
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,PALANCAS
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,ARMA DE FUEGO
20180106,CONTUNDENTES
20180106,CONTUNDENTES
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,CONTUNDENTES
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,PALANCAS
20180106,ESCOPOLAMINA
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,CONTUNDENTES
20180106,ARMA DE FUEGO
20180106,CONTUNDENTES
20180106,PALANCAS
20180106,CONTUNDENTES
20180106,CONTUNDENTES
20180106,ESCOPOLAMINA
20180106,SIN EMPLEO DE ARMAS
20180106,CONTUNDENTES
20180106,ARMA BLANCA / CORTOPUNZANTE
20180106,ARMA BLANCA / CORTOPUNZANTE
20180106,SIN EMPLEO DE ARMAS
20180106,LLAVE MAESTRA
20180106,PALANCAS
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,LLAVE MAESTRA
20180106,ARMA DE FUEGO
20180106,LLAVE MAESTRA
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,PALANCAS
20180106,CONTUNDENTES
20180106,PALANCAS
20180106,PALANCAS
20180106,PALANCAS
20180106,SIN EMPLEO DE ARMAS
20180106,CONTUNDENTES
20180106,LLAVE MAESTRA
20180106,PALANCAS
20180106,CONTUNDENTES
20180106,CONTUNDENTES
20180106,PALANCAS
20180106,PALANCAS
20180106,ARMA BLANCA / CORTOPUNZANTE
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,CONTUNDENTES
20180106,CONTUNDENTES
20180106,CONTUNDENTES
20180106,SIN EMPLEO DE ARMAS
20180106,CONTUNDENTES
20180106,PALANCAS
20180106,PALANCAS
20180106,LLAVE MAESTRA
20180106,CONTUNDENTES
20180106,PALANCAS
20180106,SIN EMPLEO DE ARMAS
20180106,CONTUNDENTES
20180106,PALANCAS
20180106,PALANCAS
20180106,NO REPORTADO
20180106,PALANCAS
20180106,CONTUNDENTES
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,CONTUNDENTES
20180106,CONTUNDENTES
20180106,PALANCAS
20180106,PALANCAS
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,PALANCAS
20180106,PALANCAS
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,CONTUNDENTES
20180106,SIN EMPLEO DE ARMAS
20180106,PALANCAS
20180106,CONTUNDENTES
